epoch,phase,loss,time_seconds,avg_accuracy,COVID19_accuracy,NORMAL_accuracy,PNEUMONIA_accuracy,TURBERCULOSIS_accuracy,avg_precision,COVID19_precision,NORMAL_precision,PNEUMONIA_precision,TURBERCULOSIS_precision,avg_recall,COVID19_recall,NORMAL_recall,PNEUMONIA_recall,TURBERCULOSIS_recall,avg_f1,COVID19_f1,NORMAL_f1,PNEUMONIA_f1,TURBERCULOSIS_f1,avg_auc,COVID19_auc,NORMAL_auc,PNEUMONIA_auc,TURBERCULOSIS_auc
1,train,0.7820337186257045,4.503351926803589,0.8978298611111111,0.9248263888888889,0.8861111111111111,0.8428819444444444,0.9375,0.7042919117795932,0.5438144329896907,0.7378939277478862,0.8682461716266975,0.6672131147540984,0.6990995752529902,0.4518201284796574,0.7529411764705882,0.870005790387956,0.7216312056737588,0.700347501113054,0.4935672514619883,0.7453416149068323,0.8691250903832248,0.6933560477001703,0.9178904620381099,0.8994033168125166,0.9244336022034232,0.9013328940740678,0.9463920350624322
2,train,0.2623081931637393,2.674569606781006,0.9602430555555556,0.9699652777777777,0.9480902777777778,0.9446180555555556,0.9782986111111112,0.8922327609377945,0.8299319727891157,0.9039735099337748,0.9415237559741355,0.8935018050541517,0.8738839270011373,0.7887931034482759,0.8564705882352941,0.9679190751445087,0.8823529411764706,0.8827130710725749,0.8088397790055248,0.8795811518324608,0.9545389767706998,0.8878923766816144,0.9844408414590422,0.9793533180539639,0.9810843115395544,0.9851727821060567,0.9921529541365935
3,train,0.18949643038213254,2.5630009174346924,0.9706597222222222,0.9807291666666667,0.9600694444444444,0.9569444444444445,0.9848958333333333,0.9261769201190093,0.8966292134831461,0.9248181083265966,0.9548167092924126,0.9284436493738819,0.911030661423971,0.8599137931034483,0.8930523028883685,0.974195418962018,0.9169611307420494,0.918405211465411,0.8778877887788779,0.9086576648133439,0.9644087256027555,0.9226666666666666,0.9913403224356143,0.9932878750390666,0.9863076872399064,0.9893458981143168,0.9964198293491675
4,train,0.14500598775015938,2.5947763919830322,0.9786458333333334,0.9873263888888889,0.9692708333333333,0.9678819444444444,0.9901041666666667,0.94833002380712,0.9337748344370861,0.9467312348668281,0.9657240788346186,0.9470899470899471,0.938635483528889,0.907725321888412,0.9135514018691588,0.9811375507835172,0.9521276595744681,0.9433457941181563,0.9205658324265505,0.929845422116528,0.9733697999136318,0.9496021220159151,0.9950714352598338,0.9956651874095056,0.9921681644436648,0.9938357500911708,0.998616639094994
5,train,0.10901268265313573,2.5962278842926025,0.9811631944444444,0.9892361111111111,0.9722222222222222,0.9710069444444445,0.9921875,0.9556760657286069,0.9467849223946785,0.9515347334410339,0.9693673060406527,0.9550173010380623,0.9473364651862529,0.9182795698924732,0.9217527386541471,0.9825885084155542,0.9667250437828371,0.9513725116061026,0.9323144104803494,0.9364069952305246,0.9759331315751549,0.9608355091383812,0.9962298566127555,0.9972426817752597,0.9934532077187205,0.9951071250672808,0.9991164118897614
6,train,0.10718812281265855,2.5176005363464355,0.9815104166666667,0.9902777777777778,0.9725694444444445,0.9715277777777778,0.9916666666666667,0.9565407919389937,0.95,0.9473684210526315,0.9712726228095375,0.9575221238938053,0.9492141772925076,0.9297872340425531,0.928125,0.9814223512336719,0.9575221238938053,0.9528190415918136,0.9397849462365592,0.9376479873717443,0.9763211088651458,0.9575221238938053,0.996262014635199,0.9968511442706031,0.9944110979352678,0.9956582770910983,0.998127539243827
7,train,0.09603352416306735,2.499016761779785,0.9844618055555555,0.9914930555555556,0.9770833333333333,0.9758680555555556,0.9934027777777777,0.9625465417567396,0.9543478260869566,0.9541864139020537,0.9769252956446496,0.9647266313932981,0.9583352026306056,0.9400428265524625,0.9422776911076443,0.9828786999419616,0.968141592920354,0.9604150073154245,0.9471413160733549,0.9481946624803768,0.9798929553016057,0.9664310954063604,0.9973921638056433,0.997668934486217,0.9957133122305687,0.9967110790961274,0.9994753294096604
8,train,0.08470103719996082,2.5162620544433594,0.9848958333333333,0.9934027777777777,0.9762152777777777,0.9758680555555556,0.9940972222222222,0.9668818645599988,0.9632829373650108,0.9582664526484751,0.9744985673352435,0.9714795008912656,0.960528453652332,0.9550321199143469,0.9335418295543393,0.9855114459576935,0.9680284191829485,0.9636518290051694,0.9591397849462365,0.9457425742574257,0.9799740671373001,0.9697508896797153,0.9978738807916558,0.998931156701247,0.9961231497981486,0.9970649540262932,0.9993762626409348
9,train,0.06753409668389294,2.728719711303711,0.9868923611111111,0.9942708333333333,0.9786458333333333,0.9788194444444445,0.9958333333333333,0.9714620512659455,0.96529284164859,0.9572784810126582,0.9792626728110599,0.9840142095914742,0.9671000684326626,0.9632034632034632,0.946051602814699,0.9855072463768116,0.9736379613356766,0.9692631435161553,0.9642470205850487,0.951631930790405,0.9823750361167293,0.9787985865724381,0.998556808937636,0.9993879908942197,0.9968456862167935,0.9982264884873581,0.9997670701521729
10,train,0.061679432504913874,2.5955698490142822,0.9896701388888889,0.9953125,0.9838541666666667,0.9831597222222223,0.9963541666666667,0.9778447230132651,0.9803063457330415,0.9691699604743083,0.9829922167771692,0.9789103690685413,0.9730659872041837,0.9613733905579399,0.9578125,0.9889791183294664,0.9840989399293286,0.9754199248524956,0.9707475622968581,0.9634577603143418,0.9859765794419546,0.9814977973568282,0.998694378771855,0.9993567095959309,0.9975188337053572,0.9980305517867034,0.9998714199994285
1,val,0.3509237105026841,0.4375143051147461,0.953125,0.96484375,0.9375,0.9322916666666666,0.9778645833333334,0.898514443806295,0.9574468085106383,0.8767123287671232,0.9157427937915743,0.8441558441558441,0.8755928256487897,0.7964601769911505,0.810126582278481,0.9672131147540983,0.9285714285714286,0.8841996773793309,0.8695652173913043,0.8421052631578947,0.9407744874715261,0.8843537414965986,0.9820382112512761,0.9909072485307033,0.9669641004357751,0.9803306159731331,0.9899508800654931
2,val,0.21312233122686544,0.3660755157470703,0.9680989583333334,0.98828125,0.94921875,0.9466145833333334,0.98828125,0.9383277777723937,0.9642857142857143,0.9103448275862069,0.9366515837104072,0.9420289855072463,0.9223304285160747,0.9557522123893806,0.8354430379746836,0.9695550351288056,0.9285714285714286,0.9298395649600476,0.96,0.8712871287128713,0.952819332566168,0.935251798561151,0.9901433200815142,0.997851786799973,0.9793836895621498,0.9862850000343389,0.9970528039295947
3,val,0.19200368349750838,0.36185717582702637,0.96875,0.9830729166666666,0.9557291666666666,0.9505208333333334,0.9856770833333334,0.9386244797001094,0.9629629629629629,0.9428571428571428,0.933184855233853,0.9154929577464789,0.9164082714623347,0.9203539823008849,0.8354430379746836,0.9812646370023419,0.9285714285714286,0.9264223327564347,0.9411764705882353,0.8859060402684564,0.95662100456621,0.9219858156028369,0.9917795364238728,0.9984057285685334,0.9825067441377878,0.9887230696326412,0.9974826033565289
4,val,0.17409748289113244,0.3849830627441406,0.9713541666666666,0.9869791666666666,0.95703125,0.9518229166666666,0.9895833333333334,0.9444947781268667,0.9724770642201835,0.9194630872483222,0.9431818181818182,0.9428571428571428,0.9299739508251812,0.9380530973451328,0.8670886075949367,0.9718969555035128,0.9428571428571428,0.9369110868119017,0.954954954954955,0.8925081433224755,0.9573241061130334,0.9428571428571428,0.9931229464838166,0.9989461595622509,0.9850383897074082,0.9901241011764544,0.9983831354891527
5,val,0.15550919816208383,0.38433241844177246,0.9739583333333333,0.98828125,0.9609375,0.9557291666666666,0.9908854166666666,0.9481130017069794,0.9814814814814815,0.9155844155844156,0.9517241379310345,0.9436619718309859,0.9392890132269838,0.9380530973451328,0.8924050632911392,0.9695550351288056,0.9571428571428572,0.9435084066055859,0.9592760180995475,0.9038461538461539,0.9605568445475638,0.950354609929078,0.9943694290146696,0.9991488211848949,0.9874040257314797,0.9915388683236384,0.9993860008186657
6,val,0.14502944502358636,0.368377685546875,0.9778645833333334,0.9947916666666666,0.9609375,0.9583333333333334,0.9973958333333334,0.9601788228528367,1.0,0.9102564102564102,0.9582366589327146,0.9722222222222222,0.9576372654701981,0.9646017699115044,0.8987341772151899,0.9672131147540983,1.0,0.9587650090924514,0.9819819819819819,0.9044585987261147,0.9627039627039627,0.9859154929577465,0.9956008983337474,0.999783827602513,0.9899875492840838,0.992836882842171,0.9997953336062217
7,val,0.13163280518104634,0.36568546295166016,0.9765625,0.9947916666666666,0.9583333333333334,0.95703125,0.99609375,0.9604006688533024,1.0,0.92,0.9497716894977168,0.971830985915493,0.9494931632557494,0.9646017699115044,0.8734177215189873,0.9742388758782201,0.9857142857142858,0.9546647483309639,0.9819819819819819,0.8961038961038961,0.9618497109826589,0.9787234042553191,0.9956734752715636,0.9997838276025129,0.9897281593691638,0.9934275137871118,0.9997544003274662
8,val,0.16094843794902167,0.3589131832122803,0.9791666666666666,0.9947916666666666,0.9635416666666666,0.9609375,0.9973958333333334,0.9601289034132172,1.0,0.9012345679012346,0.9670588235294117,0.9722222222222222,0.9627954192068952,0.9646017699115044,0.9240506329113924,0.9625292740046838,1.0,0.9612965518335236,0.9819819819819819,0.9125,0.9647887323943662,0.9859154929577465,0.9957019449701308,1.0,0.9900601784602615,0.9927476014202614,1.0
