epoch,phase,loss,time_seconds,avg_accuracy,glioma_accuracy,meningioma_accuracy,no_tumor_accuracy,pituitary_accuracy,avg_precision,glioma_precision,meningioma_precision,no_tumor_precision,pituitary_precision,avg_recall,glioma_recall,meningioma_recall,no_tumor_recall,pituitary_recall,avg_f1,glioma_f1,meningioma_f1,no_tumor_f1,pituitary_f1,avg_auc,glioma_auc,meningioma_auc,no_tumor_auc,pituitary_auc
1,train,0.9695112923781077,4.121150970458984,0.8540625,0.88,0.7879166666666667,0.906875,0.8414583333333333,0.7146051219111104,0.7532588454376163,0.7183734939759037,0.7104622871046229,0.6763258611262986,0.7184083698189269,0.7223214285714286,0.3646788990825688,0.906832298136646,0.879800853485064,0.6956812131370371,0.7374658158614403,0.48377281947261663,0.7967257844474761,0.7647604327666151,0.9070594498263607,0.9192616944875777,0.8411813284011335,0.960649835675351,0.9071449407413803
2,train,0.36406242569287617,2.2412266731262207,0.9347916666666667,0.9385416666666667,0.878125,0.9760416666666667,0.9464583333333333,0.8728290225433644,0.8985507246376812,0.8073005093378608,0.9216269841269841,0.863837872070931,0.8724220628667986,0.8303571428571429,0.7265087853323148,0.9626943005181348,0.9701280227596017,0.8708754657695661,0.8631090487238979,0.7647768395657418,0.9417131272174354,0.9139028475711892,0.97558547272162,0.9795766207298136,0.9402464352840951,0.9951077814782039,0.9874110533943676
3,train,0.24042211711406708,2.196120262145996,0.9575,0.955625,0.9179166666666667,0.9854166666666667,0.9710416666666667,0.9194594981302309,0.9349282296650717,0.8385185185185186,0.9666319082377477,0.9377593360995851,0.9154890575770434,0.8707664884135472,0.8654434250764526,0.960621761658031,0.9651245551601424,0.9170845792941533,0.9017074296262113,0.8517682468021068,0.9636174636174636,0.9512451771308312,0.9871782110713092,0.9886592632010538,0.9681933541410511,0.9979288122082537,0.9939314147348781
4,train,0.19466311126947403,2.2323715686798096,0.9680208333333333,0.9647916666666667,0.940625,0.99125,0.9754166666666667,0.939135114971006,0.9448598130841122,0.8843843843843844,0.9782383419689119,0.9490579204466155,0.9370017013525608,0.9018733273862622,0.8999236058059588,0.9782383419689119,0.9679715302491103,0.9379030918877372,0.9228662711090826,0.8920863309352518,0.9782383419689119,0.9584214235377027,0.992218736330834,0.9920204337417641,0.9821310675776783,0.9992844741979721,0.9954389698059213
5,train,0.16763823727766672,2.1769471168518066,0.974375,0.9739583333333334,0.951875,0.9920833333333333,0.9795833333333334,0.9509250121423181,0.9551692589204026,0.9102661596958175,0.9803108808290155,0.9579537491240364,0.9497869831604859,0.9321428571428572,0.9137404580152672,0.9803108808290155,0.9729537366548042,0.9503054876880619,0.9435155896972436,0.912,0.9803108808290155,0.9653954802259888,0.9951779484486104,0.9959891789596274,0.9887033837135546,0.9990926224912351,0.9969266086300242
6,train,0.1371557012448708,2.2475881576538086,0.9811458333333333,0.9791666666666666,0.964375,0.994375,0.9866666666666667,0.9637782114741125,0.9653600729261622,0.9297052154195011,0.9855072463768116,0.9745403111739745,0.9629182643662622,0.944692239072257,0.9403669724770642,0.9865284974093265,0.9800853485064012,0.9633106526228291,0.9549143372407575,0.935005701254276,0.9860176074572761,0.9773049645390071,0.9964808613285154,0.9959055894789702,0.9916488890290082,0.9996422370989859,0.9987267297070975
7,train,0.10594164503117402,2.3962349891662598,0.9839583333333333,0.9802083333333333,0.9702083333333333,0.9970833333333333,0.9883333333333333,0.9693144363063715,0.9654859218891917,0.9402872260015117,0.9927461139896373,0.9787384833451452,0.9686111399584527,0.9491071428571428,0.9510703363914373,0.9927461139896373,0.9815209665955935,0.9689370953243605,0.9572264745610085,0.9456480425693653,0.9927461139896373,0.9801277501774308,0.9980036531274185,0.997564052795031,0.99527907388141,0.9999186656848903,0.9992528201483425
8,train,0.07186221924920877,2.19348406791687,0.9850000000000001,0.9808333333333333,0.973125,0.996875,0.9891666666666666,0.9709515724678974,0.9605734767025089,0.9496567505720824,0.9927385892116183,0.9808374733853797,0.9707298156843431,0.9571428571428572,0.9518348623853211,0.9917098445595854,0.9822316986496091,0.970839424631084,0.9588550983899821,0.9507445589919816,0.9922239502332815,0.9815340909090909,0.9984476797149897,0.9982128299689441,0.9964048449754966,0.999955414744209,0.9992176291713091
9,train,0.07558884855359793,2.3762404918670654,0.9872916666666667,0.9845833333333334,0.9760416666666667,0.9966666666666667,0.991875,0.9754160101405034,0.9695067264573991,0.952959028831563,0.9927310488058152,0.9864672364672364,0.9750668376094586,0.9643175735950045,0.959511077158136,0.9906735751295337,0.9857651245551602,0.9752365794119355,0.9669051878354203,0.9562238294632661,0.991701244813278,0.9861160555357779,0.9986403900057053,0.9985061196719136,0.9968794580148146,0.9998816464119001,0.9992943359241926
10,train,0.06564656191815933,2.3093931674957275,0.988125,0.9870833333333333,0.9797916666666666,0.9958333333333333,0.9897916666666666,0.9770596089557614,0.9765976597659766,0.9604562737642586,0.9896373056994818,0.9815471965933286,0.9766902471208326,0.967885816235504,0.9655963302752294,0.9896373056994818,0.9836415362731152,0.9768680554377975,0.9722222222222222,0.9630194433854365,0.9896373056994818,0.9825932504440498,0.998957247199838,0.9988269123474629,0.9976475281201944,0.9999224486762908,0.9994320996554039
