epoch,phase,loss,time_seconds,avg_accuracy,adenocarcinoma_accuracy,benign_accuracy,squamous_cell_carcinoma_accuracy,avg_precision,adenocarcinoma_precision,benign_precision,squamous_cell_carcinoma_precision,avg_recall,adenocarcinoma_recall,benign_recall,squamous_cell_carcinoma_recall,avg_f1,adenocarcinoma_f1,benign_f1,squamous_cell_carcinoma_f1,avg_auc,adenocarcinoma_auc,benign_auc,squamous_cell_carcinoma_auc
1,train,0.12893949659600695,12.522373676300049,0.9762300531914895,0.965591755319149,0.9931848404255319,0.9699135638297872,0.9644686040514777,0.961025641025641,0.9885572139303482,0.9438229571984436,0.9643445805559215,0.9346633416458853,0.9910224438902743,0.9673479561316052,0.9642967172959708,0.9476611883691529,0.9897882938978829,0.9554406696208764,0.9955255202592102,0.9928583241472485,0.9995603735612353,0.9941578630691468
2,train,0.028876656933595982,8.63320016860962,0.9943484042553191,0.9915226063829787,0.999501329787234,0.9920212765957447,0.9915255606197042,0.9892419314485864,0.9990027424582398,0.9863320079522863,0.9915248219265047,0.9852977822078246,0.9995011224744326,0.9897755610972568,0.9915228573648248,0.9872659176029962,0.9992518703241895,0.988050784167289,0.9995453189190872,0.999240496817815,0.9998809701728385,0.9995144897666082
3,train,0.018343789068123752,8.786413192749023,0.9956227836879433,0.9935172872340425,0.9993351063829787,0.9940159574468085,0.9934305959637065,0.9907523119220195,0.999003984063745,0.990535491905355,0.9934300304877177,0.9897627965043695,0.999003984063745,0.9915233108950386,0.9934301487763109,0.9902573070197352,0.999003984063745,0.9910291552454523,0.9998214889447344,0.9997106208493898,0.9999662341154344,0.9997876118693791
4,train,0.010997655163783806,8.876265525817871,0.9976728723404255,0.996592420212766,0.9999168882978723,0.9965093085106383,0.9965108660418988,0.995752123938031,0.9997506234413965,0.9940298507462687,0.9965097215868184,0.9940134696931904,1.0,0.9955156950672646,0.996509850481211,0.9948820371988516,0.9998752961715924,0.9947722180731889,0.9998887845542561,0.9998424646377881,1.0,0.9998238890249803
5,train,0.006297232041570749,8.931247234344482,0.9988918439716311,0.9983377659574468,0.9999168882978723,0.9984208776595744,0.9983376947861727,0.9975093399750934,1.0,0.9975037443834248,0.9983376322401957,0.9975093399750934,0.9997507477567298,0.9977528089887641,0.9983376531535945,0.9975093399750934,0.9998753583447588,0.9976282611409312,0.9999671842790551,0.9999474963771724,0.9999999689211667,0.9999540875388261
6,train,0.007678319037079339,9.03491735458374,0.9980053191489362,0.9970079787234043,0.9996675531914894,0.9973404255319149,0.9970087844856833,0.9952677459526774,0.9995011224744326,0.9962574850299402,0.9970084962443234,0.9957637677547969,0.9995011224744326,0.9957605985037407,0.9970085991123857,0.9955156950672646,0.9995011224744326,0.9960089797954602,0.9999171892731744,0.9998849294102684,0.999998756381589,0.9998678820276659
7,train,0.009617243076553813,8.983155250549316,0.9985039893617021,0.9978390957446809,0.9996675531914894,0.9980053191489362,0.997756349418744,0.9977505623594102,0.9992526158445441,0.9962658700522778,0.9977554864401487,0.9957595410326765,0.9997507477567298,0.9977561705310396,0.9977553801807498,0.9967540574282148,0.9995016197358585,0.9970104633781763,0.9999525511486667,0.9999238283723271,0.9999987568466671,0.999935068227006
8,train,0.004758493073340821,8.927759885787964,0.9986702127659575,0.9980053191489362,1.0,0.9980053191489362,0.998004738466224,0.9970082273747195,1.0,0.9970059880239521,0.998004738466224,0.9970082273747195,1.0,0.9970059880239521,0.998004738466224,0.9970082273747195,1.0,0.9970059880239521,0.9999845490482246,0.9999764703915001,1.0,0.9999771767531737
9,train,0.00639985251567115,8.961573600769043,0.9990580673758865,0.9985871010638298,0.9998337765957447,0.9987533244680851,0.9985871124022316,0.9977533699450823,0.9997505612372163,0.9982574060243963,0.9985873392658503,0.9980024968789014,0.9997505612372163,0.9980089596814335,0.998587215497604,0.9978779178629384,0.9997505612372163,0.9981331673926571,0.9999421148051275,0.9999104458159082,0.9999976060345589,0.9999182925649154
10,train,0.0075563801330325924,8.934771537780762,0.9977836879432624,0.9966755319148937,0.9994182180851063,0.9972573138297872,0.9966763256839947,0.9950137122911992,0.999251497005988,0.9957637677547969,0.9966759737825804,0.9950137122911992,0.999002244948865,0.996011964107677,0.9966761393968985,0.9950137122911992,0.9991268554322066,0.9958878504672897,0.9999452871706183,0.9999139941522862,0.9999987874720492,0.9999230798875195
1,val,0.048371581051924295,0.6613647937774658,0.9887152777777777,0.9830729166666666,1.0,0.9830729166666666,0.9845788849347569,0.9537366548042705,1.0,1.0,0.9826666666666667,1.0,1.0,0.948,0.9832088459011407,0.97632058287796,1.0,0.973305954825462,0.9999734483950902,0.9999589552238806,1.0,0.99996138996139
2,val,0.09642928240433928,0.5993342399597168,0.974826388888889,0.9622395833333334,0.99609375,0.9661458333333334,0.9646464646464646,1.0,0.9881422924901185,0.9057971014492754,0.9639303482587064,0.8917910447761194,1.0,1.0,0.9624689721494096,0.9428007889546351,0.9940357852882704,0.9505703422053232,0.9999873244779961,0.9999832089552239,1.0,0.9999787644787644
3,val,0.011494033951294114,0.5691840648651123,0.9965277777777777,0.9947916666666666,1.0,0.9947916666666666,0.994750656167979,1.0,1.0,0.984251968503937,0.9950248756218905,0.9850746268656716,1.0,1.0,0.994848231690337,0.9924812030075187,1.0,0.9920634920634921,0.9999677433296835,0.9999514925373133,1.0,0.9999517374517375
4,val,0.001237465563766212,0.5741395950317383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
