step,epoch,loss,learning_rate,grad_norm,elapsed_time_s,timestamp
97,0.7791,0.760400,2.57e-05,1.0681,491.83,2025-10-14 00:06:57
98,0.7871,0.779200,2.40e-05,0.9506,494.51,2025-10-14 00:07:00
99,0.7952,0.753400,2.23e-05,1.1606,497.47,2025-10-14 00:07:03
100,0.8032,0.859200,2.07e-05,0.9339,526.22,2025-10-14 00:07:32
101,0.8112,0.779100,1.91e-05,0.8600,528.87,2025-10-14 00:07:34
102,0.8193,0.748200,1.76e-05,0.8265,531.83,2025-10-14 00:07:37
103,0.8273,0.813300,1.61e-05,0.8873,534.56,2025-10-14 00:07:40
104,0.8353,0.845700,1.47e-05,0.8622,537.24,2025-10-14 00:07:43
105,0.8434,0.789400,1.34e-05,0.8972,540.23,2025-10-14 00:07:46
106,0.8514,0.840100,1.21e-05,0.8664,542.86,2025-10-14 00:07:48
107,0.8594,0.770900,1.09e-05,0.9630,545.61,2025-10-14 00:07:51
108,0.8675,0.820300,9.74e-06,0.8910,548.47,2025-10-14 00:07:54
109,0.8755,0.807000,8.65e-06,0.8706,551.09,2025-10-14 00:07:56
110,0.8835,0.746400,7.61e-06,0.9004,580.30,2025-10-14 00:08:26
111,0.8916,0.725000,6.64e-06,0.8455,583.20,2025-10-14 00:08:29
112,0.8996,0.773200,5.74e-06,0.9676,585.87,2025-10-14 00:08:31
113,0.9076,0.829500,4.89e-06,0.8660,588.55,2025-10-14 00:08:34
114,0.9157,0.818200,4.12e-06,0.9664,591.44,2025-10-14 00:08:37
115,0.9237,0.814800,3.41e-06,0.9306,594.15,2025-10-14 00:08:39
116,0.9317,0.758300,2.76e-06,0.8375,596.81,2025-10-14 00:08:42
117,0.9398,0.833400,2.19e-06,0.7888,599.79,2025-10-14 00:08:45
118,0.9478,0.819200,1.67e-06,0.8251,602.42,2025-10-14 00:08:48
119,0.9558,0.773700,1.23e-06,0.8158,605.09,2025-10-14 00:08:50
120,0.9639,0.746800,8.56e-07,0.8592,630.47,2025-10-14 00:09:16
121,0.9719,0.874400,5.48e-07,0.9438,633.16,2025-10-14 00:09:19
122,0.9799,0.814300,3.08e-07,0.9396,635.86,2025-10-14 00:09:21
123,0.9880,0.929200,1.37e-07,0.9066,638.79,2025-10-14 00:09:24
124,0.9960,0.798600,3.43e-08,0.8760,641.45,2025-10-14 00:09:27
