step,epoch,loss,learning_rate,grad_norm,elapsed_time_s,timestamp
75,0.6024,0.667000,1.65e-04,0.6378,380.11,2025-10-14 01:40:20
76,0.6104,0.798300,1.64e-04,0.5862,382.97,2025-10-14 01:40:23
77,0.6185,0.676100,1.63e-04,0.5659,385.67,2025-10-14 01:40:25
78,0.6265,0.700000,1.62e-04,0.5006,388.41,2025-10-14 01:40:28
79,0.6345,0.693200,1.61e-04,0.5357,391.36,2025-10-14 01:40:31
80,0.6426,0.717000,1.60e-04,0.4822,420.40,2025-10-14 01:41:00
81,0.6506,0.694300,1.59e-04,0.5075,423.12,2025-10-14 01:41:03
82,0.6586,0.709200,1.58e-04,0.5325,426.10,2025-10-14 01:41:06
83,0.6667,0.673600,1.57e-04,0.4913,428.85,2025-10-14 01:41:08
84,0.6747,0.654900,1.56e-04,0.5002,431.53,2025-10-14 01:41:11
85,0.6827,0.711300,1.54e-04,0.5355,434.45,2025-10-14 01:41:14
86,0.6908,0.693400,1.53e-04,0.5230,437.20,2025-10-14 01:41:17
87,0.6988,0.671600,1.52e-04,0.4624,439.87,2025-10-14 01:41:19
88,0.7068,0.576200,1.51e-04,0.4906,442.84,2025-10-14 01:41:22
89,0.7149,0.743400,1.50e-04,0.5754,445.63,2025-10-14 01:41:25
90,0.7229,0.694200,1.49e-04,0.4883,473.69,2025-10-14 01:41:53
91,0.7309,0.743300,1.48e-04,0.5415,476.44,2025-10-14 01:41:56
92,0.7390,0.660000,1.47e-04,0.4856,479.19,2025-10-14 01:41:59
93,0.7470,0.707700,1.45e-04,0.5313,482.13,2025-10-14 01:42:02
94,0.7550,0.686100,1.44e-04,0.5444,484.86,2025-10-14 01:42:04
95,0.7631,0.623500,1.43e-04,0.4492,487.57,2025-10-14 01:42:07
96,0.7711,0.793700,1.42e-04,0.5403,490.50,2025-10-14 01:42:10
97,0.7791,0.663600,1.41e-04,0.4702,493.25,2025-10-14 01:42:13
98,0.7871,0.674500,1.39e-04,0.4667,495.96,2025-10-14 01:42:16
99,0.7952,0.642900,1.38e-04,0.4637,498.90,2025-10-14 01:42:18
100,0.8032,0.750100,1.37e-04,0.4946,526.52,2025-10-14 01:42:46
101,0.8112,0.676200,1.36e-04,0.4674,529.21,2025-10-14 01:42:49
102,0.8193,0.644400,1.35e-04,0.4377,532.18,2025-10-14 01:42:52
103,0.8273,0.695800,1.33e-04,0.4977,534.93,2025-10-14 01:42:55
104,0.8353,0.765600,1.32e-04,0.5217,537.64,2025-10-14 01:42:57
105,0.8434,0.707200,1.31e-04,0.5547,540.65,2025-10-14 01:43:00
106,0.8514,0.732900,1.30e-04,0.4783,543.33,2025-10-14 01:43:03
107,0.8594,0.669700,1.28e-04,0.5336,546.09,2025-10-14 01:43:06
108,0.8675,0.724100,1.27e-04,0.4853,548.95,2025-10-14 01:43:09
109,0.8755,0.703600,1.26e-04,0.4719,551.60,2025-10-14 01:43:11
110,0.8835,0.652400,1.25e-04,0.4864,578.57,2025-10-14 01:43:38
111,0.8916,0.612300,1.23e-04,0.4784,581.48,2025-10-14 01:43:41
112,0.8996,0.682700,1.22e-04,0.5125,584.20,2025-10-14 01:43:44
113,0.9076,0.710500,1.21e-04,0.4801,586.91,2025-10-14 01:43:47
114,0.9157,0.701900,1.20e-04,0.5098,589.82,2025-10-14 01:43:49
115,0.9237,0.726800,1.18e-04,0.5258,592.54,2025-10-14 01:43:52
116,0.9317,0.653500,1.17e-04,0.4454,595.23,2025-10-14 01:43:55
117,0.9398,0.728700,1.16e-04,0.5008,598.27,2025-10-14 01:43:58
118,0.9478,0.700400,1.14e-04,0.4517,600.96,2025-10-14 01:44:01
119,0.9558,0.684500,1.13e-04,0.4587,603.70,2025-10-14 01:44:03
120,0.9639,0.655000,1.12e-04,0.4729,630.59,2025-10-14 01:44:30
121,0.9719,0.777400,1.10e-04,0.5596,633.32,2025-10-14 01:44:33
122,0.9799,0.677800,1.09e-04,0.5082,636.07,2025-10-14 01:44:36
123,0.9880,0.800100,1.08e-04,0.4682,639.04,2025-10-14 01:44:39
124,0.9960,0.661100,1.07e-04,0.4537,641.74,2025-10-14 01:44:41
125,1.0000,0.617800,1.05e-04,0.6157,643.03,2025-10-14 01:44:43
126,1.0080,0.721900,1.04e-04,0.4707,645.86,2025-10-14 01:44:45
127,1.0161,0.694500,1.03e-04,0.4390,648.81,2025-10-14 01:44:48
128,1.0241,0.637300,1.01e-04,0.4780,651.48,2025-10-14 01:44:51
129,1.0321,0.646400,1.00e-04,0.4384,654.19,2025-10-14 01:44:54
130,1.0402,0.607900,9.87e-05,0.4397,682.46,2025-10-14 01:45:22
131,1.0482,0.654300,9.74e-05,0.4762,685.13,2025-10-14 01:45:25
132,1.0562,0.649200,9.61e-05,0.4708,688.19,2025-10-14 01:45:28
133,1.0643,0.670400,9.48e-05,0.4843,690.88,2025-10-14 01:45:30
134,1.0723,0.712300,9.35e-05,0.5336,693.49,2025-10-14 01:45:33
135,1.0803,0.669000,9.22e-05,0.4997,696.18,2025-10-14 01:45:36
136,1.0884,0.635000,9.08e-05,0.4626,699.00,2025-10-14 01:45:39
137,1.0964,0.646900,8.95e-05,0.4994,701.71,2025-10-14 01:45:41
138,1.1044,0.623500,8.82e-05,0.4803,704.47,2025-10-14 01:45:44
139,1.1124,0.663400,8.69e-05,0.5140,707.40,2025-10-14 01:45:47
140,1.1205,0.658900,8.57e-05,0.4568,732.42,2025-10-14 01:46:12
141,1.1285,0.609200,8.44e-05,0.4637,735.14,2025-10-14 01:46:15
142,1.1365,0.627600,8.31e-05,0.5026,738.04,2025-10-14 01:46:18
143,1.1446,0.621900,8.18e-05,0.4445,740.69,2025-10-14 01:46:20
144,1.1526,0.589600,8.05e-05,0.5226,743.40,2025-10-14 01:46:23
145,1.1606,0.628300,7.92e-05,0.5189,746.20,2025-10-14 01:46:26
146,1.1687,0.628600,7.79e-05,0.5056,748.85,2025-10-14 01:46:28
147,1.1767,0.661800,7.67e-05,0.5214,751.60,2025-10-14 01:46:31
148,1.1847,0.601500,7.54e-05,0.5382,754.50,2025-10-14 01:46:34
149,1.1928,0.556700,7.41e-05,0.4378,757.19,2025-10-14 01:46:37
150,1.2008,0.658300,7.29e-05,0.4759,785.67,2025-10-14 01:47:05
151,1.2088,0.746600,7.16e-05,0.5303,788.39,2025-10-14 01:47:08
152,1.2169,0.611300,7.03e-05,0.5071,791.13,2025-10-14 01:47:11
153,1.2249,0.684800,6.91e-05,0.5171,794.00,2025-10-14 01:47:14
154,1.2329,0.601000,6.79e-05,0.4832,796.67,2025-10-14 01:47:16
155,1.2410,0.646900,6.66e-05,0.4918,799.29,2025-10-14 01:47:19
156,1.2490,0.721300,6.54e-05,0.5130,802.24,2025-10-14 01:47:22
157,1.2570,0.602200,6.42e-05,0.5033,804.91,2025-10-14 01:47:25
158,1.2651,0.571900,6.29e-05,0.4901,807.52,2025-10-14 01:47:27
159,1.2731,0.556400,6.17e-05,0.4710,810.22,2025-10-14 01:47:30
160,1.2811,0.575400,6.05e-05,0.4719,837.42,2025-10-14 01:47:57
161,1.2892,0.641600,5.93e-05,0.4865,840.09,2025-10-14 01:48:00
162,1.2972,0.593100,5.81e-05,0.5055,843.13,2025-10-14 01:48:03
163,1.3052,0.676200,5.69e-05,0.5162,845.80,2025-10-14 01:48:05
164,1.3133,0.564000,5.58e-05,0.5032,848.47,2025-10-14 01:48:08
165,1.3213,0.659900,5.46e-05,0.5553,851.34,2025-10-14 01:48:11
166,1.3293,0.664500,5.34e-05,0.5489,854.04,2025-10-14 01:48:14
167,1.3373,0.592500,5.23e-05,0.5031,856.73,2025-10-14 01:48:16
168,1.3454,0.600800,5.11e-05,0.4848,859.72,2025-10-14 01:48:19
169,1.3534,0.650600,5.00e-05,0.5353,862.45,2025-10-14 01:48:22
170,1.3614,0.649400,4.89e-05,0.5143,888.62,2025-10-14 01:48:48
171,1.3695,0.674700,4.78e-05,0.5224,891.43,2025-10-14 01:48:51
172,1.3775,0.610700,4.66e-05,0.4901,894.11,2025-10-14 01:48:54
173,1.3855,0.628000,4.55e-05,0.4948,896.83,2025-10-14 01:48:56
174,1.3936,0.639800,4.44e-05,0.5091,899.83,2025-10-14 01:48:59
175,1.4016,0.656700,4.34e-05,0.4988,902.57,2025-10-14 01:49:02
176,1.4096,0.600500,4.23e-05,0.4741,905.21,2025-10-14 01:49:05
177,1.4177,0.571300,4.12e-05,0.4842,908.12,2025-10-14 01:49:08
178,1.4257,0.586400,4.02e-05,0.5017,910.83,2025-10-14 01:49:10
179,1.4337,0.601800,3.91e-05,0.5084,913.49,2025-10-14 01:49:13
180,1.4418,0.642500,3.81e-05,0.5515,941.91,2025-10-14 01:49:42
181,1.4498,0.725400,3.71e-05,0.5663,944.56,2025-10-14 01:49:44
182,1.4578,0.623900,3.61e-05,0.5932,947.25,2025-10-14 01:49:47
183,1.4659,0.638500,3.51e-05,0.5285,950.22,2025-10-14 01:49:50
184,1.4739,0.646000,3.41e-05,0.4932,952.89,2025-10-14 01:49:52
185,1.4819,0.625200,3.31e-05,0.4857,955.58,2025-10-14 01:49:55
186,1.4900,0.732100,3.21e-05,0.4937,958.48,2025-10-14 01:49:58
187,1.4980,0.716800,3.12e-05,0.5535,961.14,2025-10-14 01:50:01
188,1.5060,0.654600,3.02e-05,0.5473,963.85,2025-10-14 01:50:03
189,1.5141,0.571100,2.93e-05,0.5319,966.57,2025-10-14 01:50:06
190,1.5221,0.638500,2.84e-05,0.5225,996.03,2025-10-14 01:50:36
191,1.5301,0.623000,2.75e-05,0.5093,998.72,2025-10-14 01:50:38
192,1.5382,0.635000,2.66e-05,0.4991,1001.70,2025-10-14 01:50:41
193,1.5462,0.574600,2.57e-05,0.5834,1004.39,2025-10-14 01:50:44
194,1.5542,0.636700,2.48e-05,0.5148,1007.12,2025-10-14 01:50:47
195,1.5622,0.653800,2.40e-05,0.5850,1010.05,2025-10-14 01:50:50
196,1.5703,0.608800,2.31e-05,0.4646,1012.76,2025-10-14 01:50:52
197,1.5783,0.580800,2.23e-05,0.4936,1015.48,2025-10-14 01:50:55
198,1.5863,0.655800,2.15e-05,0.5358,1018.30,2025-10-14 01:50:58
199,1.5944,0.610000,2.07e-05,0.4779,1021.01,2025-10-14 01:51:01
200,1.6024,0.619800,1.99e-05,0.4932,1048.35,2025-10-14 01:51:28
201,1.6104,0.711800,1.91e-05,0.5313,1051.26,2025-10-14 01:51:31
202,1.6185,0.636700,1.83e-05,0.4757,1054.00,2025-10-14 01:51:34
203,1.6265,0.571100,1.76e-05,0.5013,1056.70,2025-10-14 01:51:36
204,1.6345,0.587700,1.69e-05,0.4929,1059.60,2025-10-14 01:51:39
205,1.6426,0.652100,1.61e-05,0.5244,1062.32,2025-10-14 01:51:42
206,1.6506,0.631000,1.54e-05,0.5257,1065.03,2025-10-14 01:51:45
207,1.6586,0.590800,1.47e-05,0.5347,1067.98,2025-10-14 01:51:48
208,1.6667,0.592200,1.41e-05,0.4968,1070.68,2025-10-14 01:51:50
209,1.6747,0.703300,1.34e-05,0.5799,1073.31,2025-10-14 01:51:53
210,1.6827,0.610900,1.28e-05,0.5226,1101.49,2025-10-14 01:52:21
211,1.6908,0.632300,1.21e-05,0.5069,1104.14,2025-10-14 01:52:24
212,1.6988,0.662500,1.15e-05,0.4945,1106.86,2025-10-14 01:52:26
213,1.7068,0.621800,1.09e-05,0.5502,1109.76,2025-10-14 01:52:29
214,1.7149,0.645100,1.03e-05,0.4816,1112.42,2025-10-14 01:52:32
215,1.7229,0.587300,9.74e-06,0.5142,1115.04,2025-10-14 01:52:35
216,1.7309,0.637500,9.19e-06,0.5545,1117.90,2025-10-14 01:52:37
217,1.7390,0.688400,8.65e-06,0.5388,1120.58,2025-10-14 01:52:40
218,1.7470,0.602600,8.12e-06,0.5042,1123.24,2025-10-14 01:52:43
219,1.7550,0.642800,7.61e-06,0.4901,1126.21,2025-10-14 01:52:46
220,1.7631,0.648700,7.12e-06,0.5416,1154.90,2025-10-14 01:53:14
221,1.7711,0.628300,6.64e-06,0.5362,1157.61,2025-10-14 01:53:17
222,1.7791,0.543500,6.18e-06,0.5073,1160.62,2025-10-14 01:53:20
223,1.7871,0.639200,5.74e-06,0.5389,1163.36,2025-10-14 01:53:23
224,1.7952,0.630800,5.31e-06,0.5282,1165.98,2025-10-14 01:53:26
225,1.8032,0.554900,4.89e-06,0.4928,1168.87,2025-10-14 01:53:28
226,1.8112,0.620400,4.50e-06,0.5025,1171.58,2025-10-14 01:53:31
227,1.8193,0.686900,4.12e-06,0.5138,1174.29,2025-10-14 01:53:34
228,1.8273,0.644200,3.75e-06,0.5073,1177.18,2025-10-14 01:53:37
229,1.8353,0.654200,3.41e-06,0.5381,1179.90,2025-10-14 01:53:39
230,1.8434,0.634400,3.08e-06,0.5466,1208.24,2025-10-14 01:54:08
231,1.8514,0.576000,2.76e-06,0.5064,1211.13,2025-10-14 01:54:11
232,1.8594,0.589800,2.47e-06,0.5045,1213.85,2025-10-14 01:54:13
233,1.8675,0.605400,2.19e-06,0.5150,1216.54,2025-10-14 01:54:16
234,1.8755,0.581500,1.92e-06,0.4973,1219.43,2025-10-14 01:54:19
235,1.8835,0.612800,1.67e-06,0.6586,1222.12,2025-10-14 01:54:22
236,1.8916,0.591100,1.44e-06,0.5035,1224.87,2025-10-14 01:54:24
237,1.8996,0.549700,1.23e-06,0.4804,1227.80,2025-10-14 01:54:27
238,1.9076,0.548100,1.03e-06,0.5178,1230.51,2025-10-14 01:54:30
239,1.9157,0.649900,8.56e-07,0.5296,1233.20,2025-10-14 01:54:33
240,1.9237,0.587800,6.93e-07,0.4836,1258.82,2025-10-14 01:54:58
241,1.9317,0.648700,5.48e-07,0.5067,1261.49,2025-10-14 01:55:01
242,1.9398,0.651500,4.20e-07,0.4804,1264.20,2025-10-14 01:55:04
243,1.9478,0.689600,3.08e-07,0.5362,1267.19,2025-10-14 01:55:07
244,1.9558,0.656800,2.14e-07,0.5074,1269.94,2025-10-14 01:55:10
245,1.9639,0.685600,1.37e-07,0.5293,1272.66,2025-10-14 01:55:12
246,1.9719,0.634100,7.71e-08,0.5319,1275.52,2025-10-14 01:55:15
247,1.9799,0.575000,3.43e-08,0.5640,1278.22,2025-10-14 01:55:18
248,1.9880,0.586300,8.57e-09,0.5527,1280.85,2025-10-14 01:55:20
