epoch,phase,loss,time_seconds,avg_accuracy,glioma_accuracy,meningioma_accuracy,no_tumor_accuracy,pituitary_accuracy,avg_precision,glioma_precision,meningioma_precision,no_tumor_precision,pituitary_precision,avg_recall,glioma_recall,meningioma_recall,no_tumor_recall,pituitary_recall,avg_f1,glioma_f1,meningioma_f1,no_tumor_f1,pituitary_f1,avg_auc,glioma_auc,meningioma_auc,no_tumor_auc,pituitary_auc
1,train,0.7176375993092855,4.048452615737915,0.8864583333333333,0.9070833333333334,0.82,0.938125,0.880625,0.7764720631764234,0.820952380952381,0.746119733924612,0.7968056787932565,0.7420104590354445,0.7805064579760563,0.7696428571428572,0.514525993883792,0.9296066252587992,0.9082503556187767,0.7695938796245501,0.7944700460829494,0.609049773755656,0.8580984233158147,0.81675727534378,0.9364400498531564,0.9400412461180123,0.8791519103516644,0.9800640936331894,0.9465029493097601
2,train,0.25156624128421146,2.1905272006988525,0.9560416666666667,0.9541666666666667,0.9164583333333334,0.98375,0.9697916666666667,0.9154017034679172,0.9245283018867925,0.8449848024316109,0.960539979231568,0.9315537303216974,0.9127617426590581,0.875,0.8495034377387318,0.9585492227979274,0.9679943100995733,0.913822179508776,0.8990825688073395,0.8472380952380952,0.9595435684647303,0.949424485524939,0.9860058416616566,0.9877976999223603,0.9662867673045104,0.9978974674223642,0.9920414319973915
3,train,0.1638070398569107,2.1085433959960938,0.9694791666666667,0.9675,0.94375,0.99,0.9766666666666667,0.9413029709610345,0.9414990859232175,0.8919939577039275,0.9761163032191069,0.9556025369978859,0.9400316458119986,0.9180035650623886,0.9029051987767585,0.9740932642487047,0.9651245551601424,0.9406157448107783,0.9296028880866426,0.8974164133738601,0.975103734439834,0.9603399433427762,0.9939503821588495,0.9946458636843437,0.9850691926675565,0.9994085022731726,0.996677970010325
4,train,0.12844242756565413,2.109813928604126,0.9798958333333333,0.9779166666666667,0.963125,0.995625,0.9829166666666667,0.9615749851795417,0.9601087941976428,0.9320610687022901,0.9886128364389234,0.9655172413793104,0.9609037773828627,0.944692239072257,0.9327731092436975,0.9896373056994818,0.9765124555160143,0.9612159027270238,0.9523381294964028,0.9324169530355098,0.9891248058001035,0.9709837225760792,0.9961937753574928,0.9957984161134428,0.9914117257538155,0.9998240908998791,0.9977408686628336
5,train,0.10570606169601282,2.12849760055542,0.9838541666666667,0.9847916666666666,0.97,0.9954166666666666,0.9852083333333334,0.9694211195547785,0.9763421292083713,0.9383458646616541,0.9886010362694301,0.9743954480796586,0.9685993685629664,0.9580357142857143,0.9526717557251908,0.9886010362694301,0.9750889679715302,0.968974991180984,0.9671022983325822,0.9454545454545454,0.9886010362694301,0.9747420846673781,0.9978784644127388,0.9983186141304348,0.9952183993525667,0.9994590322297356,0.9985178119382176
6,train,0.09433926514039437,2.113888740539551,0.9871875,0.98375,0.97625,0.9975,0.99125,0.975465401700767,0.971093044263776,0.9522727272727273,0.9948078920041536,0.9836879432624114,0.9748017461055763,0.9589652096342551,0.9610091743119266,0.9927461139896373,0.9864864864864865,0.9751182971970533,0.9649910233393177,0.95662100456621,0.9937759336099585,0.9850852272727273,0.998363565138328,0.9977200200089279,0.9963617144998966,0.99992785294972,0.9994446730947677
7,train,0.06947667942692837,2.1302804946899414,0.9891666666666666,0.988125,0.9797916666666666,0.998125,0.990625,0.9794187877701874,0.980126467931346,0.959059893858984,0.994824016563147,0.9836647727272727,0.9790235498386115,0.96875,0.9671253822629969,0.9958549222797928,0.984363894811656,0.9792085482681566,0.9744050291872475,0.9630757518081462,0.9953392024857587,0.9840142095914742,0.9991074922257925,0.9991015624999999,0.9977983753165821,0.9999705467098108,0.9995594843767772
8,train,0.042086617778986694,2.122115135192871,0.9920833333333334,0.9889583333333334,0.9854166666666667,0.9989583333333333,0.995,0.9846323939636877,0.975914362176628,0.9725190839694656,0.9979253112033195,0.9921708185053381,0.9846108763753266,0.9767857142857143,0.9740061162079511,0.9968911917098445,0.9907604832977968,0.9846212521690662,0.9763498438197233,0.9732620320855615,0.9974079834110938,0.9914651493598862,0.9993552357773675,0.9992565993788819,0.9984762024864172,0.9999675743594247,0.9997205668847461
9,train,0.04412547427540024,2.1526529788970947,0.99125,0.9904166666666666,0.9835416666666666,0.9979166666666667,0.993125,0.9833705422861283,0.9820627802690582,0.9673252279635258,0.9968782518210197,0.9872159090909091,0.9828436175969774,0.9768064228367529,0.972498090145149,0.9927461139896373,0.9893238434163701,0.9831022388314336,0.9794275491949911,0.9699047619047619,0.9948078920041536,0.9882687522218272,0.9993716854005219,0.9994825611718656,0.9984845895338422,0.9999302848727631,0.9995893060236165
10,train,0.03705717402820786,2.136307954788208,0.9930208333333334,0.991875,0.9885416666666667,0.9977083333333333,0.9939583333333334,0.9863136667419794,0.9838998211091234,0.9771515613099772,0.9927685950413223,0.9914346895074947,0.9864793650408119,0.9812667261373773,0.9808868501529052,0.9958549222797928,0.9879089615931721,0.9863938003998935,0.9825815096025011,0.9790156428843952,0.9943093636833937,0.9896686854292839,0.9995637503929893,0.9995334806441749,0.9992812317188087,0.9999851382480697,0.9994551509609042
